namecity,name,link,review_score,review_count,area,address,coordinates_gps,description
Annecy,Les suites sainte claire,https://www.booking.com/hotel/fr/les-suites-sainte-claire.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Ari-yp0GwAIB0gIkM2QzMjhhMzItOTFiYS00NzYyLTgyYzItMDhkMjliYjBlOGQ42AIG4AIB&sid=bdac0a0852c2fdc64dfa52a767d88c6f&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=class&srpvid=af864061b763011e&srepoch=1672650581&from=searchresults#hotelTmpl,"9,4",255 expériences vécues,"Centre-ville d'Annecy, Annecy","16 Rue Sainte-Claire, 74000 Annecy, France","6.09885193046917,45.8805305839069,6.1505770106353,45.9164614170531","Annecy - séjournez au cœur de la ville – Excellent emplacement - voir la carte
Situé à Annecy, l'établissement Les suites sainte claire propose des hébergements dotés d'une connexion Wi-Fi gratuite et d'une télévision à écran plat.
Certains logements disposent d'un bain à remous et d'une cuisine équipée d'un lave-vaisselle, d'un four et d'un micro-ondes.
Sur place, vous trouverez un restaurant servant une cuisine italienne.
L'établissement Les suites sainte claire assure un service de location de vélos.
Vous séjournerez à 2 minutes à pied du château d'Annecy et à 200 mètres du palais de l'Isle. L'aéroport de Chambéry-Savoie, le plus proche, est implanté à 35 km.
C'est le quartier préféré des voyageurs visitant Annecy, selon les commentaires clients indépendants.
Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 9,7 pour un séjour à deux.
L'établissement Les suites sainte claire accueille des clients Booking.com depuis le 16 janv. 2017."
Annecy,Appartement d'Exception - Annecy Centre Historique,https://www.booking.com/hotel/fr/appartement-d-39-exception-annecy-centre-historique.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Ari-yp0GwAIB0gIkM2QzMjhhMzItOTFiYS00NzYyLTgyYzItMDhkMjliYjBlOGQ42AIG4AIB&sid=bdac0a0852c2fdc64dfa52a767d88c6f&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=class&srpvid=af864061b763011e&srepoch=1672650581&from=searchresults#hotelTmpl,"9,3",35 expériences vécues,"Centre-ville d'Annecy, Annecy","12 Rue du Paquier, 74000 Annecy, France","6.10057837833301,45.8830053499779,6.15230576399495,45.9189361831241","Annecy - séjournez au cœur de la ville – Excellent emplacement - voir la carte
Vous pouvez bénéficier d'une réduction Genius dans l'établissement Appartement d'Exception - Annecy Centre Historique ! Connectez-vous pour économiser.
Situé au cœur d'Annecy, à environ 36 km de Rochexpo, l'Appartement d'Exception - Annecy Centre Historique propose une connexion Wi-Fi gratuite, la climatisation et des équipements ménagers tels qu'une machine à café et un lave-vaisselle. Doté d'un parking privé gratuit, cet appartement 5 étoiles se trouve à 36 km du lac du Bourget.
L'appartement comprend 3 chambres, une cuisine équipée d'un réfrigérateur et d'un four, un lave-linge ainsi que 3 salles de bains pourvues d'articles de toilette gratuits et d'un sèche-cheveux. Les serviettes et le linge de lit sont fournis.
Vous séjournerez à 41 km du stade de Genève et à 45 km du jet d'eau. L'aéroport de Chambéry-Savoie, le plus proche, est à 42 km.
C'est le quartier préféré des voyageurs visitant Annecy, selon les commentaires clients indépendants.
L'établissement Appartement d'Exception - Annecy Centre Historique accueille des clients Booking.com depuis le 4 mai 2016."
Annecy,Les Bains - Duplex 4 étoiles en plein centre - sauna,https://www.booking.com/hotel/fr/les-bains-duplex-4-en-plein-centre.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Ari-yp0GwAIB0gIkM2QzMjhhMzItOTFiYS00NzYyLTgyYzItMDhkMjliYjBlOGQ42AIG4AIB&sid=bdac0a0852c2fdc64dfa52a767d88c6f&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=class&srpvid=af864061b763011e&srepoch=1672650581&from=searchresults#hotelTmpl,"8,0",1 expérience vécue,"Centre-ville d'Annecy, Annecy","4 Passage des Bains, 74000 Annecy, France","6.09750597736595,45.8815665834269,6.14923202263405,45.9174974165731","Annecy - séjournez au cœur de la ville – Excellent emplacement - voir la carte
Situé en plein centre d'Annecy, à environ 35 km de Rochexpo, l'établissement Les Bains - Duplex 4 étoiles en plein centre - sauna propose une connexion Wi-Fi gratuite, la climatisation et des équipements ménagers tels qu'une bouilloire électrique et un réfrigérateur. Offrant une vue sur la rivière et la ville, il se trouve à 36 km du lac du Bourget.
Cet appartement comprend une chambre, une télévision à écran plat, un lave-linge et une salle de bains pourvue d'une douche. Sa cuisine est équipée d'un micro-ondes et d'un lave-vaisselle. Les serviettes et le linge de lit sont fournis.
Vous séjournerez à 41 km du stade de Genève et à 44 km du jet d'eau. L'aéroport de Chambéry-Savoie, le plus proche, est implanté à 45 km.
C'est le quartier préféré des voyageurs visitant Annecy, selon les commentaires clients indépendants.
L'établissement Les Bains - Duplex 4 étoiles en plein centre - sauna accueille des clients Booking.com depuis le 15 sept. 2022.
Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap."
Annecy,Les Loges Annecy Vieille Ville,https://www.booking.com/hotel/fr/les-loges-annecy-vieille-ville.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Ari-yp0GwAIB0gIkM2QzMjhhMzItOTFiYS00NzYyLTgyYzItMDhkMjliYjBlOGQ42AIG4AIB&sid=bdac0a0852c2fdc64dfa52a767d88c6f&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=class&srpvid=af864061b763011e&srepoch=1672650581&from=searchresults#hotelTmpl,"8,4",380 expériences vécues,"Centre-ville d'Annecy, Annecy","35 rue Sainte Claire, 74000 Annecy, France","6.09779520341267,45.8800605823538,6.14951984575877,45.9159914155","Annecy - séjournez au cœur de la ville – Excellent emplacement - voir la carte
Vous pouvez bénéficier d'une réduction Genius dans l'établissement Les Loges Annecy Vieille Ville ! Connectez-vous pour économiser.
L’établissement Les Loges Annecy Vieille Ville propose des appartements indépendants 5 étoiles au cœur du quartier historique d’Annecy, à seulement 200 mètres du lac et à proximité des commerces, des restaurants et des bars. Vous bénéficierez d’une connexion Wi-Fi gratuite.
Les appartements comprennent un bain turc, une cave à vin, une cheminée, une machine à café Nespresso et un plateau de bienvenue agrémenté de produits locaux. Vous pourrez vous détendre dans le lit électrique André Renault tout en utilisant la tablette que vous aurez connectée à la chaîne hi-fi Bose si vous le souhaitez. La salle de bains privative est pourvue d’un peignoir et de chaussons.
L'établissement propose une large gamme de services, notamment un service de billetterie, un bureau d'excursions, des paniers-repas et un concierge. Entièrement non-fumeur, l’hébergement dispose d'équipements pour les personnes à mobilité réduite et d'un ascenseur. Un petit-déjeuner continental est servi chaque matin sur place.
Vous séjournerez à 200 mètres du château d’Annecy et à 100 mètres du musée-château. Le Palais de l'Île, l'église Saint-François et la gare d'Annecy se trouvent tous dans un rayon de 300 m. L’aéroport de Genève, le plus proche, est implanté à 49 km.
C'est le quartier préféré des voyageurs visitant Annecy, selon les commentaires clients indépendants.
Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 9,4 pour un séjour à deux.
L'établissement Les Loges Annecy Vieille Ville accueille des clients Booking.com depuis le 12 févr. 2014."
Annecy,Le Clos Des Sens,https://www.booking.com/hotel/fr/le-clos-des-sens.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Ari-yp0GwAIB0gIkM2QzMjhhMzItOTFiYS00NzYyLTgyYzItMDhkMjliYjBlOGQ42AIG4AIB&sid=bdac0a0852c2fdc64dfa52a767d88c6f&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=class&srpvid=af864061b763011e&srepoch=1672650581&from=searchresults#hotelTmpl,"8,0",37 expériences vécues,Annecy,"13, Rue Jean Mermoz, 74940 Annecy, France","6.11859179978689,45.9000152167102,6.1703350400416,45.9359460498564","Bénéficiez d'un traitement VIP grâce au service exclusif de l'établissement Le Clos Des Sens
Situé au cœur d'Annecy-le-Vieux, l'établissement Le Clos Des Sens vous accueille dans un cadre raffiné et élégant, idéal pour un séjour de luxe à proximité du lac d'Annecy.
Confortables et spacieuses, les chambres sont agrémentées d'une décoration moderne et sophistiquée. Le mélange de matériaux riches et de boiseries crée une atmosphère agréable. Vous trouverez également une cheminée moderne et une baignoire spa.
L'établissement possède un restaurant gastronomique proposant des plats délicats ainsi qu'une cuisine contemporaine et créative. Le déjeuner et le dîner sont servis dans la salle à manger ou le jardin.
L'hôtel bénéficie d'un accès facile au lac d'Annecy et vers le massif des Aravis, où vous pourrez pratiquer un large choix d'activités de loisirs et sportives, notamment des sports nautiques et la randonnée.
L'établissement Le Clos Des Sens accueille des clients Booking.com depuis le 9 juin 2009."
Annecy,L'Isle - Lofts & Lakes - Sauna en vieille ville,https://www.booking.com/hotel/fr/isle-lofts-amp-lakes-sauna-en-vieille-ville.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Ari-yp0GwAIB0gIkM2QzMjhhMzItOTFiYS00NzYyLTgyYzItMDhkMjliYjBlOGQ42AIG4AIB&sid=bdac0a0852c2fdc64dfa52a767d88c6f&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=class&srpvid=af864061b763011e&srepoch=1672650582&from=searchresults#hotelTmpl,"8,0",1 expérience vécue,"Centre-ville d'Annecy, Annecy","3 Rue de l'Île, 74000 Annecy, France","6.10029346802156,45.8805131834269,6.15201853197844,45.9164440165731","Annecy - séjournez au cœur de la ville – Excellent emplacement - voir la carte
Situé dans un quartier central d'Annecy, à environ 37 km de Rochexpo, L'Isle - Lofts & Lakes - Sauna en vieille ville propose une connexion Wi-Fi gratuite, la climatisation et des équipements ménagers tels qu'une bouilloire électrique et un lave-vaisselle. Offrant une vue sur la ville, il se trouve à 38 km du lac du Bourget et à 43 km du stade de Genève.
L'appartement comprend 2 chambres, 2 salles de bains, du linge de lit, des serviettes, une télévision par câble à écran plat, un coin repas, une cuisine entièrement équipée et un balcon avec vue sur la rivière.
Cet appartement 5 étoiles possède un sauna et une terrasse.
Vous séjournerez à 46 km du jet d'eau et de la gare de Cornavin. L'aéroport d'Annecy-Haute-Savoie-Mont-Blanc, le plus proche, est à 9 km.
C'est le quartier préféré des voyageurs visitant Annecy, selon les commentaires clients indépendants.
L'établissement L'Isle - Lofts & Lakes - Sauna en vieille ville accueille des clients Booking.com depuis le 23 sept. 2022.
Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap."
Annecy,Le Loft d'Annecy - Vision Luxe,https://www.booking.com/hotel/fr/le-loft-d-39-annecy.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Ari-yp0GwAIB0gIkM2QzMjhhMzItOTFiYS00NzYyLTgyYzItMDhkMjliYjBlOGQ42AIG4AIB&sid=bdac0a0852c2fdc64dfa52a767d88c6f&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=class&srpvid=af864061b763011e&srepoch=1672650582&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"9,8",26 expériences vécues,"Centre-ville d'Annecy, Annecy","24 Rue Perrière, 74000 Annecy, France","6.10188991482873,45.8803994814243,6.15361487286801,45.9163303145705","Annecy - séjournez au cœur de la ville – Excellent emplacement - voir la carte
Situé à 100 mètres du Palais de l'Ile à Annecy, cet appartement climatisé se trouve dans une zone piétonne et dispose d'une connexion Wi-Fi gratuite et d'une terrasse. Il offre une vue sur la ville et se trouve à 200 mètres du Château d'Annecy.
Le logement comprend un coin repas ainsi qu'une cuisine équipée d'un four, d'un lave-vaisselle et d'un micro-ondes. Il comprend également une télévision par câble à écran plat, une station d'accueil pour iPod, un sauna et une terrasse.
Vous séjournerez à 100 mètres de l'église Saint-François et à 200 mètres de l'Hôtel de ville d'Annecy. L'aéroport de Lyon-Saint-Exupéry, le plus proche, est à 84 km.
C'est le quartier préféré des voyageurs visitant Annecy, selon les commentaires clients indépendants.
Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 10 pour un séjour à deux.
L'établissement Le Loft d'Annecy - Vision Luxe accueille des clients Booking.com depuis le 19 févr. 2016."
Annecy,LE SAPHIR,https://www.booking.com/hotel/fr/le-saphir-annecy12.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Ari-yp0GwAIB0gIkM2QzMjhhMzItOTFiYS00NzYyLTgyYzItMDhkMjliYjBlOGQ42AIG4AIB&sid=bdac0a0852c2fdc64dfa52a767d88c6f&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=class&srpvid=af864061b763011e&srepoch=1672650582&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"8,8",24 expériences vécues,Annecy,"10 CHEMIN DU TILLIER, 74000 Annecy, France","6.10685105501271,45.8768051036449,6.15857266508529,45.9127359367911","Profitez des services haut de gamme de l'établissement LE SAPHIR
Vous pouvez bénéficier d'une réduction Genius dans l'établissement LE SAPHIR ! Connectez-vous pour économiser.
Situé à Annecy, à moins de 37 km de Rochexpo et du lac du Bourget, l'établissement LE SAPHIR propose des hébergements avec une connexion Wi-Fi gratuite, la climatisation et une terrasse. Vous pourrez pratiquer diverses activités dans les environs, telles que la randonnée, le ski et le vélo.
L'appartement comprend 3 chambres, 3 salles de bains, du linge de lit, des serviettes, une télévision par satellite à écran plat, un coin repas, une cuisine entièrement équipée et un balcon avec vue sur le lac.
Vous séjournerez à 42 km du stade de Genève et à 46 km du jet d'eau. L'aéroport d'Annecy-Haute-Savoie - Mont-Blanc, le plus proche, est à 9 km.
L'établissement LE SAPHIR accueille des clients Booking.com depuis le 17 janv. 2022.
Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap."
Annecy,Le Tresorium,https://www.booking.com/hotel/fr/le-tresorium.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Ari-yp0GwAIB0gIkM2QzMjhhMzItOTFiYS00NzYyLTgyYzItMDhkMjliYjBlOGQ42AIG4AIB&sid=bdac0a0852c2fdc64dfa52a767d88c6f&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=class&srpvid=af864061b763011e&srepoch=1672650582&from=searchresults#hotelTmpl,,,Annecy,"3 avenue du Trésums, 74000 Annecy, France","6.10556868527335,45.8778995834269,6.15729131472665,45.9138304165731","Situé à Annecy, à 400 mètres du palais de l'Île, l'établissement Le Tresorium propose un service de massage, une connexion Wi-Fi gratuite, une réception ouverte 24h/24 et une bagagerie. Vous pourrez pratiquer des activités telles que la randonnée, le ski et la planche à voile.
Cet appartement comprend 3 chambres, un lave-linge ainsi que 3 salles de bains pourvues de peignoirs et de chaussons. Sa cuisine est équipée d'un lave-vaisselle et d'un micro-ondes. Les serviettes et le linge de lit sont fournis.
Le Tresorium propose un hébergement 5 étoiles avec un hammam et une terrasse. Vous pourrez faire du vélo et du canoë-kayak dans les environs. Un local à skis est disponible sur place.
Vous séjournerez à proximité du château d'Annecy, de la CITIA et de l'école d'art d'Annecy. L'aéroport de Chambéry-Savoie, le plus proche, est implanté à 35 km.
L'établissement Le Tresorium accueille des clients Booking.com depuis le 9 mars 2022.
Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap."
Annecy,LA Villa Du Lac,https://www.booking.com/hotel/fr/la-villa-du-lac-annecy.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Ari-yp0GwAIB0gIkM2QzMjhhMzItOTFiYS00NzYyLTgyYzItMDhkMjliYjBlOGQ42AIG4AIB&sid=bdac0a0852c2fdc64dfa52a767d88c6f&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=class&srpvid=af864061b763011e&srepoch=1672650582&from=searchresults#hotelTmpl,"9,6",11 expériences vécues,Annecy,"Pringy /Promery 1465 route de ferrieres PRINGY, 74000 Annecy, France","6.08151539487109,45.9404757834269,6.13329640512891,45.9764066165731","Profitez des services haut de gamme de l'établissement LA Villa Du Lac
Vous pouvez bénéficier d'une réduction Genius dans l'établissement LA Villa Du Lac ! Connectez-vous pour économiser.
La Villa Du Lac propose un hébergement avec vue sur le lac et la montagne à Annecy, à 4 km du palais de l'Île et du château d'Annecy. Vous séjournerez à 6 km d'UBISOFT.
Lors de votre séjour, vous pourrez profiter d'une terrasse. Vous pourrez également vous détendre dans le jardin.
Vous séjournerez à 6 km de la chambre de commerce et à 4 km du centre culturel de Bonlieu. L'aéroport d'Annecy Mont-Blanc, le plus proche, est implanté à 3 km.
L'établissement LA Villa Du Lac accueille des clients Booking.com depuis le 26 mai 2020."
Annecy,"Annecy Lake, Luxury top floor apartment by LocationlacAnnecy, LLA Selections",https://www.booking.com/hotel/fr/annecy-lake-luxury-top-floor-apartment.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Ari-yp0GwAIB0gIkM2QzMjhhMzItOTFiYS00NzYyLTgyYzItMDhkMjliYjBlOGQ42AIG4AIB&sid=bdac0a0852c2fdc64dfa52a767d88c6f&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=class&srpvid=af864061b763011e&srepoch=1672650582&from=searchresults#hotelTmpl,"9,0",11 expériences vécues,"Centre-ville d'Annecy, Annecy","du Trésum, 12, 74000 Annecy, France","6.10359091205136,45.8778420834269,6.15531348794864,45.9137729165731","Annecy - séjournez au cœur de la ville – Excellent emplacement - voir la carte
Vous pouvez bénéficier d'une réduction Genius dans l'établissement Annecy Lake, Luxury top floor apartment by LocationlacAnnecy, LLA Selections ! Connectez-vous pour économiser.
Situé dans un quartier central d'Annecy, à environ 36 km de Rochexpo, du lac d'Annecy, le Luxury top floor apartment by LocationlacAnnecy, LLA Selections propose une connexion Wi-Fi gratuite, la climatisation et des équipements ménagers tels qu'une machine à café et un réfrigérateur. Doté d'un parking privé gratuit, il se trouve à 37 km du lac du Bourget et à 42 km du stade de Genève.
L'appartement comprend 2 chambres, 2 salles de bains, du linge de lit, des serviettes, une télévision, une cuisine entièrement équipée et une terrasse avec vue sur la montagne.
Vous séjournerez à 45 km du jet d'eau et à 46 km de la gare de Cornavin. L'aéroport de Chambéry-Savoie, le plus proche, est implanté à 42 km.
C'est le quartier préféré des voyageurs visitant Annecy, selon les commentaires clients indépendants.
L'établissement Annecy Lake, Luxury top floor apartment by LocationlacAnnecy, LLA Selections accueille des clients Booking.com depuis le 27 mai 2021."
Annecy,APPALACHES Annecy Rent Lodge,https://www.booking.com/hotel/fr/appalaches-by-annecy-rent-lodge.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Ari-yp0GwAIB0gIkM2QzMjhhMzItOTFiYS00NzYyLTgyYzItMDhkMjliYjBlOGQ42AIG4AIB&sid=bdac0a0852c2fdc64dfa52a767d88c6f&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=class&srpvid=af864061b763011e&srepoch=1672650582&from=searchresults#hotelTmpl,"9,1",7 expériences vécues,"Centre-ville d'Annecy, Annecy","4 Rue Saint-Maurice, 74000 Annecy, France","6.10228339041837,45.8811091834269,6.15400900958163,45.9170400165731","Annecy - séjournez au cœur de la ville – Excellent emplacement - voir la carte
Vous pouvez bénéficier d'une réduction Genius dans l'établissement APPALACHES Annecy Rent Lodge ! Connectez-vous pour économiser.
Bénéficiant d'un emplacement privilégié dans un quartier central d'Annecy, l'APPALACHES Annecy Rent Lodge offre une vue sur la ville et possède un casino. Vous séjournerez à 37 km de Rochexpo et bénéficierez d'une connexion Wi-Fi gratuite dans l'ensemble des locaux.
Cet appartement climatisé comprend 4 chambres, un salon, une cuisine entièrement équipée avec un réfrigérateur et une machine à café ainsi que 3 salles de bains pourvues d'une douche et d'articles de toilette gratuits. Les serviettes et le linge de lit sont fournis.
Vous séjournerez à 37 km du lac du Bourget et à 42 km du stade de Genève. L'aéroport de Chambéry-Savoie, le plus proche, est implanté à 43 km.
C'est le quartier préféré des voyageurs visitant Annecy, selon les commentaires clients indépendants.
L'établissement APPALACHES Annecy Rent Lodge accueille des clients Booking.com depuis le 22 juil. 2020."
Annecy,Cosy au bord du lac avec terrasse privée,https://www.booking.com/hotel/fr/annecy-au-bord-du-lac-avec-terrasse-privee.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Ari-yp0GwAIB0gIkM2QzMjhhMzItOTFiYS00NzYyLTgyYzItMDhkMjliYjBlOGQ42AIG4AIB&sid=bdac0a0852c2fdc64dfa52a767d88c6f&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=class&srpvid=af864061b763011e&srepoch=1672650582&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"8,7",28 expériences vécues,Annecy,"3b Rue du Pré d Avril, 74940 Annecy, France","6.12129756204813,45.8893265834269,6.17303083795187,45.9252574165731","Vous pouvez bénéficier d'une réduction Genius dans l'établissement Cosy au bord du lac avec terrasse privée ! Connectez-vous pour économiser.
L’appartement Cosy au bord du lac avec terrasse privée est situé à Annecy, à 2,1 km du palais de l'Île et à 3,3 km du château d'Annecy. Vous séjournerez dans une région très appréciée des randonneurs. Cet hébergement bénéficie d’une terrasse donnant sur un jardin.
Le logement comprend une chambre, un salon, une télévision à écran plat, une cuisine équipée avec coin repas ainsi qu’une salle de bains avec une douche et un lave-linge.
La terrasse sur place est idéale pour se détendre.
L’appartement Cosy au bord du lac avec terrasse privée se trouve à 1,8 km du centre culturel de Bonlieu et à 2 km de l'église de Saint-François. L’aéroport d’Annecy Mont-Blanc, le plus proche, est situé à 7 km.
Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 9,6 pour un séjour à deux.
L'établissement Cosy au bord du lac avec terrasse privée accueille des clients Booking.com depuis le 2 sept. 2019."
Annecy,Appart L'avant Scene Tresums,https://www.booking.com/hotel/fr/apparte-l-avant-scene-tresums.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Ari-yp0GwAIB0gIkM2QzMjhhMzItOTFiYS00NzYyLTgyYzItMDhkMjliYjBlOGQ42AIG4AIB&sid=bdac0a0852c2fdc64dfa52a767d88c6f&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=class&srpvid=af864061b763011e&srepoch=1672650582&from=searchresults#hotelTmpl,"7,4",156 expériences vécues,"Centre-ville d'Annecy, Annecy","13, avenue du Tresum, 74000 Annecy, France","6.10392370081,45.87763126291,6.15564608034846,45.9135620960562","Annecy - séjournez au cœur de la ville – Très bon emplacement - voir la carte
Vous pouvez bénéficier d'une réduction Genius dans l'établissement Appart L'avant Scene Tresums ! Connectez-vous pour économiser.
Situé à Annecy, à 36 km de Rochexpo et à 600 mètres du centre, l'Appart L'avant Scene Tresums propose des hébergements climatisés avec connexion Wi-Fi gratuite et un jardin. Un parking privé est disponible sur place.
Offrant une vue sur la ville, l'appartement comprend une terrasse, un coin salon, une télévision par satellite à écran plat, une cuisine entièrement équipée avec un réfrigérateur et un four ainsi qu'une salle de bains privative pourvue d'un bidet et d'articles de toilette gratuits. Un lave-vaisselle, un micro-ondes, des plaques de cuisson, une machine à café et une bouilloire sont également fournis.
Vous séjournerez à 37 km du lac du Bourget et à 42 km du stade de Genève. L'aéroport de Chambéry-Savoie, le plus proche, est à 42 km.
C'est le quartier préféré des voyageurs visitant Annecy, selon les commentaires clients indépendants.
L'établissement Appart L'avant Scene Tresums accueille des clients Booking.com depuis le 5 juil. 2018."
Annecy,"Proche du lac et des commerces, appartement neuf, au calme, avec 3 chambres et une grande terrasse",https://www.booking.com/hotel/fr/near-the-lake-3-bedrooms-and-large-terrace.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Ari-yp0GwAIB0gIkM2QzMjhhMzItOTFiYS00NzYyLTgyYzItMDhkMjliYjBlOGQ42AIG4AIB&sid=bdac0a0852c2fdc64dfa52a767d88c6f&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=class&srpvid=af864061b763011e&srepoch=1672650582&from=searchresults#hotelTmpl,,,Annecy,"12 Rue du Pré d'Avril, 74940 Annecy, France","6.12189008562706,45.8890613834269,6.17362311437294,45.9249922165731","Offrant une vue sur la montagne, le Proche du lac et des commerces, appartement neuf, au calme, avec 3 chambres et une grande terrasse est situé à Annecy, à 33 km de Rochexpo et à 39 km du lac du Bourget. Il possède un restaurant et met gratuitement à votre disposition un parking privé et une connexion Wi-Fi.
L'appartement comprend 3 chambres, 2 salles de bains, du linge de lit, des serviettes, une télévision par satellite à écran plat, un coin repas, une cuisine entièrement équipée et une terrasse avec vue sur le jardin.
Un casino, une aire de jeux pour enfants et un jardin sont à votre disposition sur place.
Vous séjournerez à 39 km du stade de Genève et à 42 km du jet d'eau. L'aéroport international de Genève, le plus proche, est à 44 km.
L'établissement Proche du lac et des commerces, appartement neuf, au calme, avec 3 chambres et une grande terrasse accueille des clients Booking.com depuis le 20 oct. 2022.
Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap."
